,BillNo,Date,Time,Description,Item,Quantity,Rate,Amount
11050,171471,20/01/2014,11:10:52,DOSA RICE 1K,RICE,2.0,30.0,60.0
11051,171472,20/01/2014,11:17:07,IDEA CARD 1/,RECHARGE,60.0,1.0,60.0
11052,171473,20/01/2014,11:22:05,CYCLE SANDALUM,POOJA ITEMS,1.0,50.0,50.0
11053,171474,20/01/2014,11:23:03,AIRTEL CARD ,RECHARGE,50.0,1.0,50.0
11054,171475,20/01/2014,11:25:28,HERITAGE COW,MILK PRODUCTS,4.0,192.0,768.0
11055,171475,20/01/2014,11:25:28,MILK 500ML  ,MILK,2.0,19.0,38.0
11056,171475,20/01/2014,11:25:28,CADBURY PERK POPPERS,CHOCOLATE,5.0,10.0,50.0
11057,171475,20/01/2014,11:25:28,MTR BADAM DRINK,DETERGENT,1.0,75.0,75.0
11058,171475,20/01/2014,11:25:28,DARK FANTASY,BISCUITS,1.0,30.0,30.0
11059,171475,20/01/2014,11:25:28,BRITANNIA MANGO CREAM,BISCUITS,1.0,17.0,17.0
11060,171475,20/01/2014,11:25:28,SUNFEAST SPECIAL,CHOCOLATE,2.0,10.0,20.0
11061,171476,20/01/2014,11:25:54,MAGGI MASALA,NOODLES,1.0,20.0,20.0
11062,171476,20/01/2014,11:25:54,HORLICKS 500G  (JAR),ENERGY DRINKS,1.0,177.0,177.0
11063,171477,20/01/2014,11:26:23,NESTLE ALPIN,CHOCOLATE,2.0,25.0,50.0
11064,171477,20/01/2014,11:26:23,KINLEY WATER  1 LITRE,BEVERAGES,1.0,20.0,20.0
11065,171477,20/01/2014,11:26:23,EGG         ,EGG,12.0,4.5,54.0
11066,171477,20/01/2014,11:26:23,MILK 500ML  ,MILK,2.0,19.0,38.0
11067,171478,20/01/2014,11:27:30,MILK 500ML  ,MILK,2.0,19.0,38.0
11068,171478,20/01/2014,11:27:30,BRU INSTANT COFFEE,COFFEE,1.0,290.0,290.0
11069,171478,20/01/2014,11:27:30,TOOR DALL 1KG (NO-1),PULSES,1.0,84.0,84.0
11070,171479,20/01/2014,11:27:46,SWEET SOUNF ,SOUNF,1.0,10.0,10.0
11071,171480,20/01/2014,11:28:58,KURNOOL RICE,RICE,1.0,92.0,92.0
11072,171480,20/01/2014,11:28:58,DOSA RICE 1K,RICE,2.0,30.0,60.0
11073,171481,20/01/2014,11:36:59,AIRTEL CARD ,RECHARGE,50.0,1.0,50.0
11074,171482,20/01/2014,11:47:04,BINGO CHIPS ,SNACKS,1.0,10.0,10.0
11075,171483,20/01/2014,11:51:03,EGG         ,EGG,11.0,4.5,49.5
11076,171484,20/01/2014,11:51:57,CADBURY DAIRY MILK,CHOCOLATE,1.0,10.0,10.0
11077,171484,20/01/2014,11:51:57,GARNIER NORMAL COND,BODY CARE,1.0,120.0,120.0
11078,171485,20/01/2014,11:52:55,EGG         ,EGG,12.0,4.5,54.0
11079,171485,20/01/2014,11:52:55,IDLI RAVA NO 1,RAVA,1.0,26.0,26.0
11080,171486,20/01/2014,11:55:48,MILK 500ML  ,MILK,2.0,19.0,38.0
11081,171487,20/01/2014,11:59:44,EGG         ,EGG,6.0,4.5,27.0
11082,171487,20/01/2014,11:59:44,AASHIRVAAD TURMERIC POW,TURMERIC,1.0,21.0,21.0
11083,171487,20/01/2014,11:59:44,AMUL BUTTER 12P SMALL,MILK PRODUCTS,1.0,34.0,34.0
11084,171488,20/01/2014,12:01:25,CHANA POWDER,PULSES,1.0,36.0,36.0
11085,171488,20/01/2014,12:01:25,FREEDOM MUST,COOKING OIL,1.0,138.0,138.0
11086,171489,20/01/2014,12:04:43,LOTUS LIP TH,BODY CARE,1.0,135.0,135.0
11087,171489,20/01/2014,12:04:43,VASELINE PETROLEUM JELLY,BODY CARE,1.0,79.0,79.0
11088,171489,20/01/2014,12:04:43,PARAC AFTER SHOWER,HAIR CARE,1.0,44.0,44.0
11089,171489,20/01/2014,12:04:43,KARACHI BISC,BISCUITS,1.0,160.0,160.0
11090,171490,20/01/2014,12:05:32,SCOTCH BRITE SCRUB PAD,DISH CLEANER,1.0,28.0,28.0
11091,171491,20/01/2014,12:05:46,MILK 500ML  ,MILK,1.0,19.0,19.0
11092,171491,20/01/2014,12:05:46,EGG         ,EGG,12.0,4.5,54.0
11093,171492,20/01/2014,12:07:24,KURNOOL RICE,RICE,1.0,92.0,92.0
11094,171492,20/01/2014,12:07:24,ONIONS      ,ONIONS,1.0,25.0,25.0
11095,171492,20/01/2014,12:07:24,SUGAR 1KG   ,SUGAR,1.0,38.0,38.0
11096,171492,20/01/2014,12:07:24,MOONG DALL 500G (NO.1),SNACKS,1.0,48.0,48.0
11097,171492,20/01/2014,12:07:24,KIS MIS 50GM,DRY FRUITS,1.0,14.0,14.0
11098,171492,20/01/2014,12:07:24,HERITAGE CUR,MILK PRODUCTS,1.0,19.0,19.0
11099,171492,20/01/2014,12:07:24,ACTIVE WHEEL,DETERGENT,1.0,29.0,29.0
11100,171493,20/01/2014,12:08:41,MILK 500ML  ,MILK,3.0,19.0,57.0
11101,171494,20/01/2014,12:12:41,MAIDA 500GM ,MAIDA,1.0,19.0,19.0
11102,171494,20/01/2014,12:12:41,THERMOCOL BO,PLASTIC,20.0,0.6,12.0
11103,171494,20/01/2014,12:12:41,250 ML PLASTIC GLASS,PLASTIC,20.0,1.5,30.0
11104,171494,20/01/2014,12:12:41,CHART PAPER ,STATIONARY,1.0,5.0,5.0
11105,171494,20/01/2014,12:12:41,EVEREST KASURI METHI,SPICES,1.0,22.0,22.0
11106,171494,20/01/2014,12:12:41,BRITANNIA BOURBON,BISCUITS,1.0,25.0,25.0
11107,171494,20/01/2014,12:12:41,DABUR GINGER GARLIC PASTE,KITCHEN PASTES,1.0,36.0,36.0
11108,171494,20/01/2014,12:12:41,DALCHANI 50G,SPICES,1.0,15.0,15.0
11109,171494,20/01/2014,12:12:41,GOOD DAY JAM TREAT,BISCUITS,1.0,25.0,25.0
11110,171494,20/01/2014,12:12:41,LAYS 30/   ,SNACKS,2.0,30.0,60.0
11111,171494,20/01/2014,12:12:41,FANTA 1.2 LTR,BEVERAGES,1.0,50.0,50.0
11112,171494,20/01/2014,12:12:41,THUMS UP 1.2 LTR,BEVERAGES,1.0,50.0,50.0
11113,171494,20/01/2014,12:12:41,DRINKING STRAWS,DETERGENT,1.0,25.0,25.0
11114,171495,20/01/2014,12:15:17,BRITANNIA BR,BISCUITS,1.0,26.0,26.0
11115,171496,20/01/2014,12:17:48,CABDURY TEMPTATIONS,CHOCOLATE,1.0,65.0,65.0
11116,171496,20/01/2014,12:17:48,BADAM FLAVOURED MILK,MILK,1.0,25.0,25.0
11117,171497,20/01/2014,12:21:42,MAAZA 200ML ,BEVERAGES,1.0,12.0,12.0
11118,171497,20/01/2014,12:21:42,KAMAL CAKE 1,BAKERY ITEMS,1.0,24.0,24.0
11119,171497,20/01/2014,12:21:42,HALDIRAM`S MASALA KAJU,SNACKS,1.0,40.0,40.0
11120,171497,20/01/2014,12:21:42,MAAZA 500+10,BEVERAGES,1.0,35.0,35.0
11121,171498,20/01/2014,12:22:37,KURNOOL RICE,RICE,1.0,230.0,230.0
11122,171499,20/01/2014,12:24:30,MILK 500ML  ,MILK,1.0,19.0,19.0
11123,171499,20/01/2014,12:24:30,MAAZA 200ML ,BEVERAGES,1.0,12.0,12.0
11124,171499,20/01/2014,12:24:30,RAI BIG 200G,SPICES,1.0,24.0,24.0
11125,171500,20/01/2014,12:26:57,MILK 500ML  ,MILK,2.0,19.0,38.0
11126,171501,20/01/2014,12:27:40,NESTLE FRESH*N* NATURAL DAHI,CHOCOLATE,1.0,25.0,25.0
11127,171502,20/01/2014,12:28:57,KELLOGG`S HONEY CORN FLAKE,CEREAL,2.0,117.0,234.0
11128,171502,20/01/2014,12:28:57,TOOR DALL 2KG (NO-1),PULSES,1.0,168.0,168.0
11129,171503,20/01/2014,12:29:31,DHANIYA 200G,SPICES,1.0,32.0,32.0
11130,171503,20/01/2014,12:29:31,EVEREST HING,KITCHEN POWDERS,1.0,53.0,53.0
11131,171504,20/01/2014,12:30:23,BRITANNIA BR,BISCUITS,1.0,26.0,26.0
11132,171504,20/01/2014,12:30:23,VISAKHA COOKING BUTTER,MILK PRODUCTS,1.0,155.0,155.0
11133,171505,20/01/2014,12:33:23,DOSA RICE 1K,RICE,1.0,30.0,30.0
11134,171505,20/01/2014,12:33:23,BRITANNIA MILK ALMOND,BISCUITS,1.0,26.0,26.0
11135,171505,20/01/2014,12:33:23,HARPIC FLUSHMATIC,FLOOR CLEANER,1.0,75.0,75.0
11136,171505,20/01/2014,12:33:23,HARPIC POWER CLEANER,FLOOR CLEANER,1.0,63.0,63.0
11137,171506,20/01/2014,12:35:02,VANILLA ICE CREAM BULK,ICE CREAM,1.0,12.0,12.0
11138,171506,20/01/2014,12:35:02,TUTY FRUITY ,BAKERY ITEMS,1.0,12.0,12.0
11139,171506,20/01/2014,12:35:02,CHERRY 100GM,BAKERY ITEMS,2.0,17.0,34.0
11140,171507,20/01/2014,12:35:40,EGG         ,EGG,12.0,4.5,54.0
11141,171507,20/01/2014,12:35:40,MILK 500ML  ,MILK,1.0,19.0,19.0
11142,171507,20/01/2014,12:35:40,HERITAGE CUR,MILK PRODUCTS,2.0,38.0,76.0
11143,171508,20/01/2014,12:36:33,TOOR DALL 1KG (NO-1),PULSES,1.0,84.0,84.0
11144,171508,20/01/2014,12:36:33,VIM BAR 200G,DISH CLEANER,2.0,14.0,28.0
11145,171508,20/01/2014,12:36:33,PARLE G 250G,BISCUITS,1.0,10.0,10.0
11146,171509,20/01/2014,12:38:40,EGG         ,EGG,12.0,4.5,54.0
11147,171510,20/01/2014,12:42:24,KURKURE 10/,SNACKS,1.0,10.0,10.0
11148,171511,20/01/2014,12:42:58,ELITE MILK R,BAKERY ITEMS,1.0,25.0,25.0
11149,171511,20/01/2014,12:42:58,AASHIRVAAD CHILLI POWDER,KITCHEN POWDERS,1.0,21.0,21.0
11150,171511,20/01/2014,12:42:58,PARLE G 250G,BISCUITS,1.0,10.0,10.0
11151,171512,20/01/2014,12:43:29,VANISH 120G ,DETERGENT,1.0,40.0,40.0
11152,171513,20/01/2014,12:47:45,ELACHI GREEN,SPICES,1.0,34.0,34.0
11153,171513,20/01/2014,12:47:45,DALCHANI 20G,SPICES,1.0,6.0,6.0
11154,171513,20/01/2014,12:47:45,KALA MIRCH 5,SPICES,1.0,45.0,45.0
11155,171513,20/01/2014,12:47:45,LAVANGAM 20G,SPICES,1.0,32.0,32.0
11156,171513,20/01/2014,12:47:45,MILK 500ML  ,MILK,6.0,19.0,114.0
11157,171513,20/01/2014,12:47:45,VIJAYA SUNFLOWER OIL,COOKING OIL,1.0,87.0,87.0
11158,171514,20/01/2014,12:48:21,COCONUT 1P  ,COCONUT,1.0,17.0,17.0
11159,171514,20/01/2014,12:48:21,AASHIRVAAD ATTA MULTIGRAINS1KG,ATTA,1.0,50.0,50.0
11160,171514,20/01/2014,12:48:21,KAMAL ANDHRA,OTHER,2.0,16.0,32.0
11161,171514,20/01/2014,12:48:21,HERITAGE PANEER,MILK PRODUCTS,1.0,70.0,70.0
11162,171514,20/01/2014,12:48:21,MILK 500ML  ,MILK,1.0,19.0,19.0
11163,171515,20/01/2014,12:49:17,PRIYA PICKLE,PICKLES,1.0,12.0,12.0
11164,171515,20/01/2014,12:49:17,AASHIRVAAD CHILLI POWDER,KITCHEN POWDERS,1.0,42.0,42.0
11165,171517,20/01/2014,12:54:27,HERITAGE CUR,MILK PRODUCTS,1.0,19.0,19.0
11166,171517,20/01/2014,12:54:27,MILK 500ML  ,MILK,1.0,19.0,19.0
11167,171518,20/01/2014,12:54:51,MILK 500ML  ,MILK,3.0,19.0,57.0
11168,171518,20/01/2014,12:54:51,KISSAN TOM CHI,SAUCE,1.0,40.0,40.0
11169,171520,20/01/2014,12:57:08,BRITANNIA SA,BISCUITS,1.0,26.0,26.0
11170,171520,20/01/2014,12:57:08,BOURNVITA CHAMPS,ENERGY DRINKS,2.0,125.0,250.0
11171,171521,20/01/2014,12:57:40,VICCO VAJRADANTHI TPASTE,DENTAL CARE,1.0,39.0,39.0
11172,171521,20/01/2014,12:57:40,HOMELITES MATCHES BIG,BAKERY ITEMS,1.0,6.0,6.0
11173,171522,20/01/2014,12:58:25,AIRTEL CARD ,RECHARGE,50.0,1.0,50.0
11174,171523,20/01/2014,12:59:55,PARTY PACK 7,PARTY NEEDS,1.0,210.0,210.0
11175,171524,20/01/2014,13:00:37,CARRY BAG   ,CARRY BAG,1.0,2.0,2.0
11176,171524,20/01/2014,13:00:37,LG ASAFOETIDA POWDER PACKET,KITCHEN POWDERS,1.0,51.5,51.5
11177,171524,20/01/2014,13:00:37,TOOR DALL 500G (NO-1),PULSES,1.0,42.0,42.0
11178,171524,20/01/2014,13:00:37,MAGGI MASALA,NOODLES,1.0,15.0,15.0
11179,171524,20/01/2014,13:00:37,NESTLE MILKYBAR,CHOCOLATE,2.0,5.0,10.0
11180,171524,20/01/2014,13:00:37,MILK 500ML  ,MILK,2.0,19.0,38.0
11181,171525,20/01/2014,13:03:49,APSARA PENCIL,STATIONARY,10.0,5.0,50.0
11182,171525,20/01/2014,13:03:49,RATNA CHIKKY,SNACKS,1.0,20.0,20.0
11183,171525,20/01/2014,13:03:49,ACT II POPCORN,POPCORN,1.0,10.0,10.0
11184,171525,20/01/2014,13:03:49,ACT II POPCORN,POPCORN,1.0,20.0,20.0
11185,171525,20/01/2014,13:03:49,ACT II POPCORN,POPCORN,1.0,20.0,20.0
11186,171525,20/01/2014,13:03:49,CADBURY DAIRY MILK,CHOCOLATE,1.0,5.0,5.0
11187,171525,20/01/2014,13:03:49,NESTLE MILKYBAR,CHOCOLATE,1.0,5.0,5.0
11188,171525,20/01/2014,13:03:49,MAGGI MASALA,NOODLES,1.0,20.0,20.0
11189,171525,20/01/2014,13:03:49,MILK 500ML  ,MILK,2.0,19.0,38.0
11190,171526,20/01/2014,13:05:36,IDEA CARD 1/,RECHARGE,100.0,1.0,100.0
11191,171527,20/01/2014,13:06:13,MILK 500ML  ,MILK,4.0,19.0,76.0
11192,171528,20/01/2014,13:10:31,WHEAT RAVA MEDIUM,RAVA,2.0,44.0,88.0
11193,171528,20/01/2014,13:10:31,SUGAR 2KG   ,SUGAR,1.0,76.0,76.0
11194,171528,20/01/2014,13:10:31,SUGAR 1KG   ,SUGAR,1.0,38.0,38.0
11195,171528,20/01/2014,13:10:31,RATNA CHIKKY,SNACKS,2.0,40.0,80.0
11196,171528,20/01/2014,13:10:31,LIZOL FLOOR CLEANER 2 LTR,FLOOR CLEANER,1.0,62.0,62.0
11197,171528,20/01/2014,13:10:31,BRITANNIA SUJI TOAST,BISCUITS,1.0,27.0,27.0
11198,171528,20/01/2014,13:10:31,BRITANNIA MANGO CREAM,BISCUITS,3.0,20.0,60.0
11199,171528,20/01/2014,13:10:31,I D ROSE COO,BATTER,1.0,35.0,35.0
11200,171528,20/01/2014,13:10:31,KAMAL ANDHRA,OTHER,2.0,16.0,32.0
11201,171528,20/01/2014,13:10:31,SUNFEAST DEL,CHOCOLATE,1.0,60.0,60.0
11202,171528,20/01/2014,13:10:31,HARPIC POWER CLEANER,FLOOR CLEANER,1.0,67.0,67.0
11203,171529,20/01/2014,13:14:30,SUNFEAST SPECIAL,CHOCOLATE,1.0,10.0,10.0
11204,171530,20/01/2014,13:15:10,DETTOL COOL SOAP,HEALTH CARE,1.0,23.0,23.0
11205,171530,20/01/2014,13:15:10,RATNA CHIKKY,SNACKS,1.0,20.0,20.0
11206,171530,20/01/2014,13:15:10,ELITE MILK R,BAKERY ITEMS,1.0,25.0,25.0
11207,171530,20/01/2014,13:15:10,MAAZA 1LTR +200ML,BEVERAGES,1.0,62.0,62.0
11208,171530,20/01/2014,13:15:10,COCACOLA 1.,BEVERAGES,1.0,50.0,50.0
11209,171531,20/01/2014,13:16:46,GROUND NUT 1,PULSES,1.0,106.0,106.0
11210,171532,20/01/2014,13:31:44,SUNFEAST SPECIAL,CHOCOLATE,2.0,10.0,20.0
11211,171533,20/01/2014,13:32:52,CADBURY ECLAIRS,CHOCOLATE,1.0,1.0,1.0
11212,171533,20/01/2014,13:32:52,HERITAGE CUR,MILK PRODUCTS,1.0,19.0,19.0
11213,171534,20/01/2014,13:36:31,HALDIRAM`S 8,SNACKS,2.0,10.0,20.0
11214,171535,20/01/2014,13:37:01,BRITANNIA BUT & HON CREAM,BISCUITS,1.0,13.0,13.0
11215,171536,20/01/2014,13:38:39,CARRY BAG   ,CARRY BAG,1.0,3.0,3.0
11216,171536,20/01/2014,13:38:39,EGG         ,EGG,12.0,4.5,54.0
11217,171536,20/01/2014,13:38:39,TOOR DALL 1KG (NO-1),PULSES,1.0,84.0,84.0
11218,171536,20/01/2014,13:38:39,B RAVA 500GM,RAVA,1.0,19.0,19.0
11219,171536,20/01/2014,13:38:39,GROUND NUT 5,PULSES,1.0,53.0,53.0
11220,171536,20/01/2014,13:38:39,WHEAT RAVA MEDIUM,RAVA,1.0,22.0,22.0
11221,171536,20/01/2014,13:38:39,SUGAR 500GM ,SUGAR,1.0,19.0,19.0
11222,171536,20/01/2014,13:38:39,SUGAR 1KG   ,SUGAR,1.0,38.0,38.0
11223,171537,20/01/2014,13:43:36,HERITAGE CUR,MILK PRODUCTS,1.0,19.0,19.0
11224,171538,20/01/2014,13:44:56,I D ROSE COO,BATTER,1.0,35.0,35.0
11225,171538,20/01/2014,13:44:56,KAMAL CAKE 1,BAKERY ITEMS,1.0,24.0,24.0
11226,171538,20/01/2014,13:44:56,COCONUT 1P  ,COCONUT,1.0,17.0,17.0
11227,171538,20/01/2014,13:44:56,SUGAR 1KG   ,SUGAR,1.0,38.0,38.0
11228,171538,20/01/2014,13:44:56,I D KERALA P,BATTER,1.0,45.0,45.0
11229,171538,20/01/2014,13:44:56,BRITANNIA BR,BISCUITS,1.0,26.0,26.0
11230,171539,20/01/2014,14:10:09,EGG         ,EGG,6.0,4.5,27.0
11231,171539,20/01/2014,14:10:09,LAYS 10/   ,SNACKS,1.0,10.0,10.0
11232,171540,20/01/2014,14:18:41,HERITAGE PANEER,MILK PRODUCTS,1.0,70.0,70.0
11233,171540,20/01/2014,14:18:41,RIN SUPEME 1,DETERGENT,2.0,10.0,20.0
11234,171540,20/01/2014,14:18:41,JOHNSON`S BABY MILK BATH,BABY CARE,1.0,45.0,45.0
11235,171540,20/01/2014,14:18:41,LIZOL FLOOR CLEANER 2 LTR,FLOOR CLEANER,2.0,62.0,124.0
11236,171540,20/01/2014,14:18:41,VIM BAR 200G,DISH CLEANER,2.0,10.0,20.0
11237,171540,20/01/2014,14:18:41,COLGATE TOTAL,DENTAL CARE,1.0,99.0,99.0
11238,171540,20/01/2014,14:18:41,WHISPER ULTRA,SANITARY PADS,1.0,80.0,80.0
11239,171540,20/01/2014,14:18:41,IDLI RAVA NO 1,RAVA,1.0,26.0,26.0
11240,171540,20/01/2014,14:18:41,CHUDUVA 500G,SNACKS,1.0,22.0,22.0
11241,171540,20/01/2014,14:18:41,RATNA TIL CHIKKY,SNACKS,1.0,22.0,22.0
11242,171540,20/01/2014,14:18:41,POOJA GINGELLY OIL,COOKING OIL,1.0,80.0,80.0
11243,171540,20/01/2014,14:18:41,HORLICKS CHOCOLATE,ENERGY DRINKS,1.0,178.0,178.0
11244,171541,20/01/2014,14:20:48,AMUL PANEER ,MILK PRODUCTS,1.0,55.0,55.0
11245,171541,20/01/2014,14:20:48,BRITANNIA WH,BISCUITS,1.0,26.0,26.0
11246,171542,20/01/2014,14:26:44,CADBURY ECLAIRS,CHOCOLATE,1.0,1.0,1.0
11247,171543,20/01/2014,14:47:23,MINUTE MAID PULPY ORANGE,BEVERAGES,1.0,27.0,27.0
11248,171544,20/01/2014,14:48:25,KURKURE 10/,SNACKS,1.0,10.0,10.0
11249,171545,20/01/2014,14:56:17,BRITANNIA WH,BISCUITS,1.0,26.0,26.0
11250,171545,20/01/2014,14:56:17,EGG         ,EGG,12.0,4.5,54.0
11251,171546,20/01/2014,15:19:38,PARLE HIDE & SEEK,BISCUITS,2.0,25.0,50.0
11252,171547,20/01/2014,15:22:51,SABENA 1KG  ,DISH CLEANER,2.0,22.0,44.0
11253,171547,20/01/2014,15:22:51,KISSAN MIXED FRUIT JAM,JAM,1.0,48.0,48.0
11254,171547,20/01/2014,15:22:51,STAYFREE SECURE 2 IN 1,SANITARY PADS,2.0,33.0,66.0
11255,171547,20/01/2014,15:22:51,BRITANNIA MILK ALMOND,BISCUITS,1.0,26.0,26.0
11256,171548,20/01/2014,15:23:46,KISSAN MIXED FRUIT JAM,JAM,1.0,107.0,107.0
11257,171548,20/01/2014,15:23:46,SUGAR 2KG   ,SUGAR,1.0,76.0,76.0
11258,171548,20/01/2014,15:23:46,UDATH ROUND ,PULSES,1.0,88.0,88.0
11259,171548,20/01/2014,15:23:46,MILK 500ML  ,MILK,1.0,19.0,19.0
11260,171549,20/01/2014,15:25:23,MAAZA 1LTR +200ML,BEVERAGES,1.0,62.0,62.0
11261,171550,20/01/2014,15:27:58,MAGGI NOODLE CHILLY CHOW,NOODLES,2.0,20.0,40.0
11262,171550,20/01/2014,15:27:58,MILK 500ML  ,MILK,2.0,19.0,38.0
11263,171551,20/01/2014,15:32:11,CADBURY ECLAIRS,CHOCOLATE,1.0,1.0,1.0
11264,171554,20/01/2014,15:37:38,NESTLE KITKAT,CHOCOLATE,1.0,10.0,10.0
11265,171554,20/01/2014,15:37:38,CHART PAPER ,STATIONARY,2.0,5.0,10.0
11266,171554,20/01/2014,15:37:38,CADBURY ECLAIRS,CHOCOLATE,4.0,1.0,4.0
11267,171554,20/01/2014,15:37:38,EGG         ,EGG,12.0,4.5,54.0
11268,171555,20/01/2014,15:39:30,RATNA CHIKKY,SNACKS,1.0,20.0,20.0
11269,171555,20/01/2014,15:39:30,VIJAYA SUNFLOWER OIL,COOKING OIL,1.0,87.0,87.0
11270,171555,20/01/2014,15:39:30,TAMRIND 500G,DETERGENT,1.0,49.0,49.0
11271,171555,20/01/2014,15:39:30,SOYA BEAN 20,PULSES,2.0,17.0,34.0
11272,171555,20/01/2014,15:39:30,TIL WHITE ORDANARY,INSECT REPELLENT,1.0,54.0,54.0
11273,171555,20/01/2014,15:39:30,MOONG DALL 500G (NO.1),SNACKS,1.0,48.0,48.0
11274,171556,20/01/2014,15:41:54,JOHNSON BABY CREAM,BABY CARE,1.0,149.0,149.0
11275,171556,20/01/2014,15:41:54,EGG         ,EGG,12.0,4.5,54.0
11276,171556,20/01/2014,15:41:54,COCONUT 1P  ,COCONUT,1.0,17.0,17.0
11277,171556,20/01/2014,15:41:54,POWDER PUFF ,KITCHEN POWDERS,1.0,10.0,10.0
11278,171556,20/01/2014,15:41:54,AMBICA DURBAR BATHI,POOJA ITEMS,1.0,33.0,33.0
11279,171556,20/01/2014,15:41:54,CANDLE 6/ P,PARTY NEEDS,12.0,6.0,72.0
11280,171557,20/01/2014,15:43:06,RED LABLE TEA,TEA,1.0,200.0,200.0
11281,171558,20/01/2014,15:44:38,TATA SALT 1K,SALT,1.0,17.0,17.0
11282,171559,20/01/2014,15:45:25,HERITAGE PANEER,MILK PRODUCTS,1.0,70.0,70.0
11283,171560,20/01/2014,15:48:05,HERITAGE CUR,MILK PRODUCTS,2.0,38.0,76.0
11284,171560,20/01/2014,15:48:05,MAIDA 200GM ,MAIDA,1.0,10.0,10.0
11285,171561,20/01/2014,15:49:34,CARRY BAG   ,CARRY BAG,1.0,2.0,2.0
11286,171561,20/01/2014,15:49:34,ONIONS      ,ONIONS,1.0,25.0,25.0
11287,171561,20/01/2014,15:49:34,B RAVA 1KG  ,RAVA,1.0,38.0,38.0
11288,171562,20/01/2014,15:53:00,MAAZA 200ML ,BEVERAGES,2.0,12.0,24.0
11289,171563,20/01/2014,15:54:30,KAJU ROUND 1,DRY FRUITS,2.0,73.0,146.0
11290,171563,20/01/2014,15:54:30,KIS MIS 100G,DRY FRUITS,2.0,28.0,56.0
11291,171563,20/01/2014,15:54:30,LION SEEDLESS DATES 200G CUP,DRY FRUITS,1.0,95.0,95.0
11292,171564,20/01/2014,15:55:06,MAGGI MASALA,NOODLES,1.0,40.0,40.0
11293,171565,20/01/2014,16:07:07,AMUL PANEER ,MILK PRODUCTS,2.0,55.0,110.0
11294,171565,20/01/2014,16:07:07,MILK 500ML  ,MILK,1.0,19.0,19.0
11295,171566,20/01/2014,16:07:33,EGG         ,EGG,12.0,4.5,54.0
11296,171567,20/01/2014,16:10:11,GIRIJAN HONE,HONEY,1.0,245.0,245.0
11297,171567,20/01/2014,16:10:11,250 ML PLASTIC GLASS,PLASTIC,1.0,2.0,2.0
11298,171567,20/01/2014,16:10:11,PIM POM LOLLIPOP,CHOCOLATE,1.0,3.0,3.0
11299,171567,20/01/2014,16:10:11,TROPICANA MIXED FRUIT JU,BEVERAGES,1.0,99.0,99.0
11300,171568,20/01/2014,16:10:58,FEAST FRUIT N NUT,CHOCOLATE,1.0,30.0,30.0
11301,171568,20/01/2014,16:10:58,KINLEY WATER  1 LITRE,BEVERAGES,1.0,30.0,30.0
11302,171569,20/01/2014,16:11:29,KAMAL CAKE 1,BAKERY ITEMS,1.0,24.0,24.0
11303,171569,20/01/2014,16:11:29,BRITANNIA BR,BISCUITS,1.0,26.0,26.0
11304,171570,20/01/2014,16:15:14,IDLI RAVA NO 1,RAVA,1.0,26.0,26.0
11305,171571,20/01/2014,16:20:31,NIPPO GOLD AA SINGLE,BATTERIES,2.0,10.0,20.0
11306,171571,20/01/2014,16:20:31,I D ROSE COO,BATTER,1.0,35.0,35.0
11307,171571,20/01/2014,16:20:31,I D DIAMIND ,BATTER,1.0,30.0,30.0
11308,171572,20/01/2014,16:21:35,CARRY BAG   ,CARRY BAG,1.0,2.0,2.0
11309,171572,20/01/2014,16:21:35,EGG         ,EGG,12.0,4.5,54.0
11310,171572,20/01/2014,16:21:35,MILK 500ML  ,MILK,2.0,19.0,38.0
11311,171572,20/01/2014,16:21:35,KAMAL CAKE 1,BAKERY ITEMS,1.0,30.0,30.0
11312,171572,20/01/2014,16:21:35,NESTLE FRESH*N* NATURAL DAHI,CHOCOLATE,1.0,25.0,25.0
11313,171572,20/01/2014,16:21:35,SUNFEAST MARIE LIGHT,CHOCOLATE,1.0,20.0,20.0
11314,171573,20/01/2014,16:21:53,MILK 500ML  ,MILK,1.0,19.0,19.0
11315,171574,20/01/2014,16:22:24,PRIYA PICKLE,PICKLES,1.0,98.0,98.0
11316,171575,20/01/2014,16:23:05,NOTE  BOOK  ,STATIONARY,32.0,1.0,32.0
11317,171576,20/01/2014,16:23:59,EGG         ,EGG,12.0,4.5,54.0
11318,171576,20/01/2014,16:23:59,MILK 500ML  ,MILK,1.0,19.0,19.0
11319,171576,20/01/2014,16:23:59,BRITANNIA WH,BISCUITS,1.0,26.0,26.0
11320,171576,20/01/2014,16:23:59,CADBURY DAIRY MILK,CHOCOLATE,2.0,55.0,110.0
11321,171577,20/01/2014,16:24:38,MILK 500ML  ,MILK,2.0,19.0,38.0
11322,171578,20/01/2014,16:27:04,MILK 500ML  ,MILK,3.0,19.0,57.0
11323,171578,20/01/2014,16:27:04,I D DOSA BAT,BATTER,1.0,45.0,45.0
11324,171579,20/01/2014,16:27:58,THUMSUP 500M,BEVERAGES,1.0,35.0,35.0
11325,171580,20/01/2014,16:31:09,CARRY BAG   ,CARRY BAG,1.0,2.0,2.0
11326,171580,20/01/2014,16:31:09,KURNOOL RICE,RICE,1.0,46.0,46.0
11327,171580,20/01/2014,16:31:09,I D ROSE COO,BATTER,1.0,35.0,35.0
11328,171580,20/01/2014,16:31:09,SUGAR 2KG   ,SUGAR,1.0,76.0,76.0
